age,height_cm,overall,potential,value_eur,preferred_foot,weak_foot,skill_moves,work_rate,team_position,attacking_heading_accuracy,skill_dribbling,skill_ball_control,movement_reactions,power_jumping,power_strength,mentality_vision,pace_median
21,188,59,72,300000,1,3,2,Medium/Medium,RES,47,60,63,57,63,64,57,66.0
22,176,75,85,9500000,0,3,3,Medium/Medium,SUB,59,74,76,71,62,59,65,88.0
24,168,66,71,850000,1,3,3,Medium/Low,RES,51,70,70,61,67,34,70,65.0
20,177,66,78,1100000,1,2,3,High/High,RES,38,69,70,67,68,69,65,74.0
22,178,56,67,150000,1,3,3,Medium/Medium,SUB,38,55,54,55,60,46,54,71.0
26,182,69,71,1100000,1,3,2,Medium/Medium,SUB,57,61,63,62,61,69,54,69.0
27,180,70,70,1800000,1,3,3,Medium/High,RES,67,74,75,73,77,73,69,62.0
25,184,70,75,2100000,0,2,2,High/Medium,LB,45,66,68,67,77,72,68,77.0
30,191,60,60,200000,1,3,2,Medium/Medium,SUB,61,50,59,51,62,70,45,63.0
19,179,53,66,110000,1,3,2,Medium/Medium,LDM,43,57,61,47,57,47,55,64.0
21,180,64,78,975000,1,3,3,Medium/Medium,RDM,49,65,67,68,72,66,65,62.0
23,180,66,74,850000,1,3,2,High/Medium,RB,57,64,60,62,60,73,45,69.0
30,177,66,66,525000,1,3,2,Medium/Medium,RCM,48,55,63,62,78,63,66,68.0
23,187,67,72,925000,1,2,2,Medium/High,RCB,67,32,52,65,67,72,35,66.0
19,178,51,67,80000,1,3,2,High/Medium,SUB,36,54,49,36,36,49,45,76.0
23,193,59,70,240000,1,3,2,High/Medium,RES,57,48,53,51,74,78,40,61.0
18,175,58,74,275000,1,3,2,High/Low,SUB,62,55,55,56,64,67,52,53.0
25,195,78,80,11500000,1,3,2,Medium/Medium,RCB,85,62,58,74,70,88,56,51.0
20,174,67,79,1300000,1,3,3,High/Medium,SUB,35,77,75,64,75,63,69,73.0
19,166,52,70,110000,1,3,2,Medium/Medium,SUB,35,56,55,52,55,37,50,68.0
25,178,67,70,850000,1,4,3,High/Medium,RB,59,71,67,63,60,68,59,82.0
28,175,70,70,1800000,1,4,4,Medium/Medium,SUB,61,71,70,67,72,60,71,75.0
24,185,62,69,425000,1,3,2,High/High,LCM,50,64,64,58,65,65,59,69.0
23,184,58,65,160000,1,3,2,Medium/Medium,RES,52,27,52,48,72,82,31,49.0
30,189,66,66,525000,1,3,2,Medium/Medium,RCB,73,35,47,67,74,79,39,41.0
36,193,70,70,300000,1,3,1,Medium/Medium,SUB,14,16,19,65,72,68,35,68.0
22,196,56,62,90000,1,2,1,Medium/Medium,RES,13,10,11,30,38,68,39,68.0
27,181,85,86,44000000,0,2,5,High/High,SUB,53,83,85,84,37,59,89,80.0
29,188,68,68,875000,1,4,3,High/Medium,SUB,51,69,70,63,35,83,62,76.0
28,185,67,67,800000,1,2,3,Medium/Low,SUB,64,64,65,62,69,76,58,81.0
24,186,79,84,17000000,1,3,3,Medium/Medium,LF,71,77,81,76,67,66,83,75.0
24,191,77,81,8500000,1,3,1,Medium/Medium,GK,14,14,24,75,76,67,42,68.0
28,189,80,80,15500000,1,4,4,Medium/Low,SUB,84,76,79,82,79,92,76,67.0
27,184,67,67,800000,1,4,3,Medium/Low,RW,48,70,68,66,61,72,57,77.0
37,183,66,66,140000,1,3,2,High/High,SUB,65,56,60,63,67,75,61,39.0
26,186,64,68,525000,1,3,2,Medium/Medium,RCB,62,46,52,60,74,76,45,54.0
34,187,74,74,2800000,1,4,3,Medium/High,SUB,47,77,78,71,80,75,68,78.0
25,185,68,74,1100000,1,3,2,High/Medium,SUB,65,55,61,63,73,86,57,69.0
20,194,59,74,325000,1,2,2,Medium/Medium,SUB,63,43,52,51,67,75,38,56.0
22,185,61,68,325000,1,3,2,Medium/High,RB,51,41,46,55,34,82,32,77.0
33,178,66,66,325000,1,3,2,Low/Medium,LCM,53,61,63,62,63,83,59,65.0
27,170,68,68,950000,0,3,3,High/Medium,LS,70,67,69,64,82,68,58,88.0
18,171,56,70,190000,1,2,2,Medium/Medium,SUB,33,60,61,48,38,36,43,74.0
21,187,58,68,210000,1,2,2,Medium/Medium,SUB,54,57,56,54,66,72,44,69.0
23,185,63,72,575000,1,2,3,Medium/Medium,SUB,68,63,60,52,61,72,58,72.0
29,176,73,73,3300000,1,3,3,High/High,RB,25,68,69,74,58,69,65,75.0
27,184,66,67,650000,0,3,2,High/Medium,SUB,51,63,64,59,64,61,40,66.0
19,185,61,79,450000,1,3,1,Medium/Medium,RES,10,10,19,59,83,68,45,68.0
28,184,67,67,800000,1,4,3,High/Medium,RS,62,64,67,69,72,67,62,72.0
25,184,71,76,2800000,1,3,2,Medium/Medium,SUB,77,59,73,63,74,66,50,64.0
34,180,71,71,1200000,1,4,3,High/Medium,RM,29,69,71,68,62,62,71,68.0
23,176,62,70,450000,0,3,3,Medium/Medium,SUB,32,66,63,59,53,47,53,75.0
24,193,57,62,140000,0,3,2,Medium/Low,RES,66,52,55,52,59,92,40,62.0
29,183,71,71,2000000,1,2,2,Medium/Medium,RCM,50,73,74,72,76,73,74,67.0
20,180,61,71,375000,1,3,2,Medium/Medium,SUB,57,50,52,56,66,72,43,63.0
27,184,68,69,1000000,1,5,3,Medium/Medium,ST,71,62,65,61,81,81,59,71.0
29,178,70,70,1700000,1,4,3,High/Medium,SUB,60,66,68,71,67,71,70,71.0
23,184,70,79,2800000,1,3,3,High/Low,SUB,69,66,66,63,73,74,57,82.0
21,171,60,74,450000,1,3,3,Medium/Medium,RES,35,64,63,54,51,32,61,75.0
29,175,62,62,300000,1,3,2,Medium/Medium,SUB,49,60,68,58,62,74,70,61.0
30,180,63,63,350000,1,3,2,Medium/Medium,SUB,50,62,63,65,34,66,60,44.0
18,186,56,76,180000,0,3,2,Medium/Medium,SUB,47,58,64,62,69,32,64,66.0
17,183,58,74,250000,1,3,2,Medium/Medium,RES,47,67,59,52,60,50,56,66.0
26,183,65,68,600000,1,3,2,Medium/Medium,SUB,61,60,61,51,78,70,50,74.0
26,177,72,72,3300000,1,3,3,High/Medium,SUB,49,75,73,71,74,65,66,82.0
25,183,76,80,8500000,0,2,3,Medium/Medium,LB,64,74,76,76,74,78,57,70.0
27,193,70,72,1900000,1,2,2,Medium/High,LCB,76,40,50,64,63,90,45,46.0
20,189,59,74,350000,1,3,3,Medium/Medium,SUB,45,65,67,51,39,56,59,60.0
33,179,68,68,400000,0,2,2,High/Medium,LM,64,62,67,60,63,51,46,70.0
18,184,63,80,750000,0,3,3,Medium/Low,RES,55,65,67,65,58,70,64,68.0
25,179,58,62,150000,0,3,2,Medium/Medium,SUB,57,48,51,54,72,75,43,52.0
22,187,63,71,425000,1,2,1,Medium/Medium,SUB,15,14,12,60,68,63,47,68.0
28,197,71,71,2400000,1,3,2,Medium/Medium,SUB,70,66,66,69,42,86,61,72.0
24,184,71,73,2900000,0,4,3,High/High,RB,68,73,74,68,52,58,66,72.0
27,188,64,65,450000,1,3,2,Medium/Medium,RCB,63,52,54,61,81,79,55,65.0
33,189,75,75,3000000,1,3,3,High/Medium,RM,70,69,68,72,54,80,65,69.0
22,180,64,73,625000,0,3,3,High/Medium,LB,54,68,67,63,58,60,59,83.0
22,173,67,77,1200000,1,3,3,High/Medium,LW,51,72,69,63,72,44,66,79.0
24,184,64,70,600000,1,3,2,Medium/Medium,RES,60,64,62,61,62,62,60,52.0
18,177,61,82,575000,1,2,3,High/Medium,RES,36,68,66,44,64,42,48,74.0
22,171,73,81,5500000,0,3,3,High/Medium,SUB,65,70,71,70,51,56,64,77.0
22,182,59,70,210000,0,1,1,Medium/Medium,RES,11,9,19,55,65,52,37,68.0
30,182,67,67,600000,0,3,3,Medium/High,LB,64,65,63,64,74,71,65,76.0
39,176,68,68,120000,1,2,2,Low/Medium,SUB,69,45,60,63,77,81,63,39.0
19,182,59,78,325000,0,2,2,Medium/Medium,RES,59,55,54,58,63,49,46,69.0
27,170,65,66,550000,1,3,2,Medium/Medium,LDM,50,66,68,61,59,66,59,59.0
29,172,77,77,8500000,1,4,3,High/High,RCM,60,80,79,75,76,48,74,66.0
25,188,76,79,9500000,1,4,3,High/Medium,SUB,69,77,77,75,61,74,72,79.0
22,179,57,66,160000,0,3,3,Medium/Medium,RES,43,58,65,52,47,56,48,73.0
32,174,64,64,350000,0,3,2,High/High,LM,51,63,63,58,63,47,64,78.0
20,188,67,79,1300000,1,3,3,Medium/Medium,SUB,60,67,69,68,71,71,70,68.0
29,185,74,74,4600000,1,4,2,High/Medium,RES,78,63,73,67,81,77,55,58.0
32,194,76,76,6000000,1,4,2,High/High,ST,84,65,68,77,64,91,71,64.0
23,180,63,71,525000,1,3,3,Medium/Medium,SUB,49,64,70,60,53,58,68,55.0
28,187,90,93,69500000,1,4,1,Medium/Medium,GK,11,21,30,86,79,78,70,68.0
21,176,65,74,750000,0,3,2,High/Medium,LWB,61,51,59,54,68,43,39,71.0
28,193,77,78,8500000,1,3,2,Medium/High,SUB,84,45,55,76,89,84,44,44.0
23,193,65,71,675000,1,2,2,Low/Medium,RES,68,46,54,68,67,77,30,55.0
31,180,71,71,1700000,0,3,3,High/High,LB,57,69,65,64,71,67,45,82.0
22,181,66,74,925000,1,3,3,Medium/Medium,SUB,48,73,74,72,62,61,64,70.0
28,179,67,67,800000,1,4,3,High/Medium,RM,67,66,67,62,79,72,65,68.0
19,175,59,73,325000,0,3,3,Medium/Medium,RES,38,68,66,42,49,42,53,77.0
23,176,81,85,23000000,0,3,4,High/Medium,RW,45,84,80,82,74,64,75,91.0
34,186,75,75,2900000,1,3,1,Medium/Medium,GK,12,13,22,65,60,65,31,68.0
22,178,62,74,550000,0,3,3,Medium/Low,RES,42,64,63,58,48,48,56,75.0
28,178,66,66,650000,0,3,3,High/Medium,SUB,45,69,72,66,64,60,68,73.0
23,188,56,63,130000,0,2,2,Medium/Medium,LDM,50,57,58,48,61,57,56,63.0
23,187,63,70,525000,0,3,3,Medium/Medium,SUB,60,67,65,58,54,72,51,70.0
33,181,66,66,350000,1,2,1,Medium/Medium,GK,14,14,22,65,82,58,25,68.0
31,185,77,77,5500000,0,3,1,Medium/Medium,GK,27,16,19,74,75,67,50,68.0
32,175,59,59,100000,0,3,3,Medium/Medium,SUB,49,55,59,60,53,44,41,52.0
19,185,54,68,140000,1,2,2,Medium/Medium,RES,46,46,48,42,57,58,38,69.0
21,192,62,73,475000,1,2,2,Medium/Medium,RES,61,36,54,52,71,79,48,64.0
29,183,65,65,550000,1,3,2,Medium/Low,RES,68,53,63,67,81,77,49,73.0
17,170,65,85,1100000,0,4,3,Medium/Medium,SUB,40,72,66,58,40,32,63,75.0
32,182,65,65,425000,1,4,3,Medium/Low,LM,32,70,66,59,67,66,60,74.0
28,192,66,66,575000,1,2,2,Low/Medium,RCB,68,56,62,65,45,90,50,34.0
29,183,61,61,250000,1,5,2,Medium/Medium,SUB,65,63,65,47,58,61,48,74.0
17,168,61,82,500000,1,2,3,High/Medium,RES,45,57,61,58,70,44,54,76.0
25,193,64,70,450000,0,2,1,Medium/Medium,SUB,10,9,15,59,64,59,39,68.0
30,189,62,62,300000,0,4,2,High/Low,ST,61,58,59,55,71,80,49,63.0
27,183,64,66,475000,1,3,2,Medium/Medium,RB,61,37,42,63,67,71,30,63.0
21,178,55,67,140000,1,3,2,Medium/Medium,SUB,48,57,56,58,65,58,56,64.0
21,174,59,67,210000,0,3,2,Medium/Medium,LWB,46,55,57,52,64,48,53,67.0
29,186,65,66,500000,0,2,2,Low/Medium,LCB,65,22,43,60,70,82,28,51.0
29,184,80,80,12500000,1,3,3,High/Medium,LCB,78,70,78,82,88,73,75,72.0
20,170,64,81,1000000,0,3,3,Medium/Medium,SUB,59,67,65,62,60,47,55,80.0
27,178,65,66,525000,0,3,3,High/Low,LB,51,66,63,61,61,78,56,59.0
37,173,71,71,800000,1,4,3,High/Low,SUB,49,65,70,73,57,79,81,73.0
18,190,56,72,190000,1,2,2,Medium/Medium,ST,57,54,56,48,64,77,51,66.0
30,179,65,65,425000,0,2,2,Medium/Medium,SUB,60,54,51,58,70,68,42,71.0
25,164,65,68,675000,1,4,4,Medium/Low,SUB,31,68,67,63,62,31,57,86.0
19,170,58,71,240000,1,3,2,Medium/Medium,RES,55,62,54,55,39,32,53,70.0
19,178,60,78,450000,1,3,2,Medium/Medium,RES,45,63,63,45,50,45,44,68.0
26,184,73,74,4700000,1,3,3,Medium/Low,SUB,55,75,76,71,55,63,69,73.0
35,188,75,75,3100000,1,3,3,Medium/Low,SUB,80,71,75,80,76,78,71,50.0
28,190,65,65,550000,0,3,3,Medium/Medium,LCM,77,63,71,61,58,64,62,74.0
19,169,69,81,1800000,1,3,2,High/Medium,SUB,63,70,69,68,69,65,61,79.0
24,184,64,70,550000,0,3,2,Medium/Medium,RES,56,55,60,58,71,67,45,74.0
32,179,80,80,9500000,1,3,2,Medium/Medium,RCB,82,47,68,74,90,91,43,67.0
33,176,71,71,1400000,1,4,4,Medium/Low,LCM,58,74,74,66,58,59,65,73.0
19,185,58,73,250000,0,2,2,Medium/Medium,SUB,53,42,49,51,67,62,32,54.0
28,178,76,76,8000000,0,2,5,Medium/Low,SUB,55,84,78,71,63,58,67,91.0
28,169,66,66,550000,0,2,3,Medium/Medium,SUB,57,64,63,57,77,57,56,64.0
19,178,60,78,450000,1,3,2,Medium/Low,LM,62,60,63,56,67,58,51,66.0
30,183,74,74,5500000,1,4,3,Medium/Low,ST,75,70,71,69,68,91,68,67.0
19,178,54,67,130000,0,3,2,Medium/Medium,SUB,46,47,50,46,63,55,42,80.0
35,184,80,80,4500000,1,4,2,High/Medium,SUB,77,71,74,82,82,78,73,72.0
20,168,79,79,12000000,0,3,4,High/Medium,LB,60,76,74,80,67,44,68,89.0
22,187,61,69,375000,1,3,3,Medium/Medium,SUB,69,63,62,57,69,72,46,59.0
27,180,65,66,600000,1,3,3,Medium/Medium,RCM,36,69,72,63,62,70,62,66.0
27,190,69,72,1100000,1,2,2,Low/Medium,RES,74,41,54,64,43,76,33,51.0
29,190,76,76,6500000,1,5,2,Medium/High,LCB,73,38,58,71,72,93,62,63.0
27,180,65,65,475000,1,3,2,Medium/Medium,RB,53,54,58,56,63,69,59,66.0
34,181,70,70,650000,1,3,2,Medium/Medium,SUB,75,59,61,69,82,78,41,51.0
24,188,72,72,2400000,0,1,1,Medium/Medium,SUB,8,8,21,71,66,77,61,68.0
26,187,66,68,700000,1,3,2,Medium/Medium,RM,61,51,64,61,57,72,59,55.0
28,188,78,80,10500000,1,4,2,High/Medium,RCB,80,68,73,77,88,78,69,61.0
27,185,66,67,650000,1,3,2,Low/Medium,CDM,62,56,64,65,59,69,64,55.0
21,185,64,75,725000,0,3,2,Medium/High,SUB,57,48,59,63,83,69,35,63.0
21,185,61,74,450000,0,3,2,Medium/Medium,RES,59,54,53,53,67,73,35,54.0
30,182,52,52,35000,0,1,1,Medium/Medium,GK,12,6,18,43,64,46,22,68.0
25,177,65,71,675000,1,2,2,Medium/High,RB,57,54,66,60,67,62,53,65.0
31,179,76,76,7000000,0,3,4,Medium/Low,SUB,47,79,80,75,46,59,70,81.0
22,178,62,71,475000,0,2,3,High/Low,CAM,33,70,62,50,39,42,49,75.0
24,186,59,66,170000,1,3,1,Medium/Medium,SUB,18,17,26,54,54,69,29,68.0
25,190,68,74,925000,1,3,1,Medium/Medium,GK,19,19,23,64,51,51,45,68.0
25,189,79,84,15000000,1,3,3,High/High,LDM,73,70,76,80,76,76,78,60.0
25,169,65,68,675000,1,2,3,High/Low,RES,42,71,67,58,47,54,61,68.0
20,170,58,74,275000,1,3,3,Medium/Medium,RES,38,56,55,62,34,40,62,59.0
30,185,79,79,12000000,1,4,3,Medium/Medium,SUB,65,82,80,80,69,79,77,77.0
27,189,65,65,375000,1,3,1,Medium/Medium,SUB,9,16,23,62,66,64,29,68.0
25,176,74,77,7000000,0,3,3,Medium/Medium,SUB,58,77,76,71,66,71,65,89.0
22,170,61,70,375000,1,3,2,Medium/Medium,SUB,49,61,65,65,62,47,59,63.0
18,187,53,73,120000,1,2,2,Medium/Medium,RES,40,53,58,35,42,59,50,69.0
22,172,52,61,80000,1,3,2,High/Medium,SUB,36,48,52,50,60,59,51,63.0
26,185,64,65,525000,1,3,2,Medium/Medium,RES,71,62,67,62,61,74,64,57.0
24,171,66,73,900000,1,3,3,Medium/Medium,SUB,49,67,70,64,73,45,65,69.0
27,185,59,60,180000,1,3,2,Medium/Low,SUB,52,61,59,59,70,83,39,64.0
22,181,62,72,450000,1,3,2,Medium/Medium,SUB,68,52,61,54,74,57,25,58.0
24,186,63,71,500000,0,2,2,Low/Medium,SUB,63,35,48,55,50,80,33,37.0
24,175,73,73,4400000,0,3,4,Medium/Medium,LM,77,75,75,70,78,66,76,69.0
23,187,74,81,8000000,0,2,3,Medium/Medium,RES,60,75,77,74,59,53,71,65.0
29,176,68,68,750000,1,3,2,Medium/Medium,SUB,51,63,61,60,64,68,49,80.0
23,180,71,78,3000000,1,2,3,High/Medium,LCM,65,68,70,64,62,66,67,66.0
22,178,53,62,90000,1,3,2,High/Medium,SUB,41,52,49,47,55,61,56,78.0
29,162,75,75,6500000,1,2,3,High/Low,RM,49,73,70,70,63,34,75,91.0
23,185,55,60,100000,1,3,2,Medium/Medium,SUB,44,43,60,54,57,47,41,59.0
17,185,69,85,2100000,1,4,2,High/High,SUB,62,73,72,73,72,70,56,75.0
21,170,54,64,110000,1,4,2,High/High,SUB,46,52,58,52,66,42,37,59.0
28,190,70,70,1800000,1,2,3,Medium/Medium,ST,73,68,72,66,74,78,57,65.0
34,192,67,67,400000,0,3,3,Medium/Medium,ST,76,64,71,63,69,86,42,53.0
18,177,49,65,60000,1,3,2,Medium/Low,SUB,47,40,38,50,66,55,35,65.0
23,178,65,70,650000,0,4,2,Medium/Medium,LCM,45,63,68,58,68,73,64,59.0
26,175,70,71,2100000,1,3,3,High/Medium,SUB,66,70,71,65,72,65,63,90.0
26,186,53,58,70000,1,2,2,Medium/Medium,RES,51,19,23,48,73,64,27,55.0
29,183,51,51,30000,0,2,2,Medium/Medium,SUB,34,51,32,46,61,55,37,62.0
27,183,66,67,750000,0,2,3,Medium/Low,ST,71,67,66,64,84,76,52,77.0
31,183,73,73,3000000,1,3,2,Low/Medium,LCB,71,57,59,65,71,81,43,58.0
29,179,72,72,3000000,1,3,4,High/Medium,CAM,48,74,72,70,64,60,73,67.0
19,180,55,71,170000,1,3,2,Medium/Medium,SUB,37,55,62,45,55,50,64,67.0
23,180,64,70,550000,0,3,2,Medium/Medium,SUB,57,55,60,50,62,70,53,67.0
18,180,57,79,230000,1,3,2,Medium/Low,SUB,41,57,60,46,51,57,61,64.0
33,187,77,77,4200000,1,2,2,Medium/High,LCB,79,51,70,64,68,81,56,51.0
31,188,64,64,325000,0,4,2,High/Medium,LB,54,53,57,58,60,68,56,73.0
31,187,72,72,2700000,0,3,3,Medium/Medium,SUB,52,71,76,72,53,72,76,53.0
28,173,70,70,1500000,1,3,3,Medium/Medium,SUB,52,72,68,68,56,64,61,81.0
20,185,58,72,250000,1,3,2,Medium/High,SUB,40,56,55,52,61,68,40,73.0
23,200,60,65,210000,1,2,1,Medium/Medium,GK,11,17,21,50,33,75,23,68.0
33,190,66,66,350000,0,2,1,Medium/Medium,GK,13,16,28,65,60,64,13,68.0
27,178,64,64,475000,1,3,3,High/Medium,SUB,42,63,64,44,45,63,61,77.0
20,183,67,78,1200000,0,3,3,High/Medium,SUB,48,65,65,64,61,66,51,78.0
20,174,54,62,100000,1,2,2,High/Low,SUB,39,50,48,49,53,26,39,72.0
25,184,62,65,375000,1,3,2,Medium/Medium,SUB,64,60,62,61,68,67,65,66.0
27,172,63,63,375000,1,4,4,Medium/Medium,SUB,37,65,65,55,82,59,57,82.0
32,182,67,67,500000,1,2,2,Low/High,SUB,71,60,61,62,75,84,54,71.0
27,191,65,68,475000,1,3,1,Medium/Medium,GK,15,12,29,63,64,55,40,68.0
22,173,73,81,6000000,1,4,3,High/Medium,RCM,59,74,76,73,70,60,74,70.0
23,186,64,71,475000,1,3,1,Medium/Medium,GK,19,21,26,55,57,76,47,68.0
29,184,70,70,1800000,1,3,2,High/Medium,RS,75,64,65,68,84,79,54,69.0
21,185,60,72,350000,1,3,2,Medium/Medium,RES,63,28,35,58,66,73,28,65.0
23,182,67,73,925000,0,3,3,High/Medium,LB,36,65,68,55,68,69,46,74.0
29,175,68,68,850000,1,3,3,Low/High,RCM,60,67,72,72,59,71,65,67.0
21,180,63,70,475000,1,3,2,High/Medium,SUB,44,57,58,51,59,53,34,77.0
29,177,78,78,10000000,1,4,4,Medium/Medium,RES,70,82,81,76,66,68,72,76.0
20,173,58,70,230000,1,2,2,High/Low,SUB,62,52,58,50,62,61,44,54.0
26,183,80,81,17000000,0,4,4,Medium/Medium,LDM,46,85,85,84,71,67,82,65.0
17,182,50,63,45000,1,3,2,Low/High,RES,44,31,38,46,68,67,26,65.0
29,172,67,67,725000,1,3,3,High/Low,RCM,55,67,69,65,67,64,62,76.0
27,175,66,66,675000,1,4,3,High/High,RM,47,69,69,53,62,63,66,70.0
21,191,58,73,250000,1,3,2,Medium/Medium,SUB,60,38,49,56,62,75,34,50.0
22,183,65,72,750000,1,3,3,High/Medium,SUB,57,70,67,55,41,65,51,88.0
23,163,67,73,1000000,0,4,4,Medium/Medium,SUB,27,80,75,72,86,30,66,79.0
22,173,72,80,4500000,1,4,3,Medium/Medium,SUB,45,78,73,72,52,49,75,75.0
23,179,59,70,240000,1,3,2,Medium/Medium,RES,57,44,34,53,65,55,30,57.0
26,177,73,73,4300000,1,3,4,High/Low,SUB,64,72,73,73,65,72,69,78.0
20,174,62,76,625000,1,2,2,Low/Medium,RB,57,56,54,58,62,56,53,64.0
23,181,62,70,400000,1,3,3,Medium/Medium,RB,48,64,63,53,73,58,48,82.0
30,176,65,65,525000,1,4,3,High/Medium,LM,54,68,64,64,54,65,56,90.0
28,183,64,64,375000,1,3,2,Medium/Medium,RB,57,55,62,57,80,68,49,67.0
18,180,59,78,275000,1,2,1,Medium/Medium,RES,10,11,45,60,65,49,45,68.0
24,180,57,66,150000,1,2,2,Medium/Medium,RES,51,40,48,54,78,70,31,69.0
24,179,61,66,350000,1,2,2,Medium/Medium,RES,58,61,63,59,65,49,56,81.0
32,173,65,65,325000,1,3,2,Medium/Medium,RB,55,61,62,62,81,60,57,73.0
23,180,52,55,60000,1,2,2,Medium/Low,SUB,52,47,47,55,63,37,43,71.0
28,171,70,70,1500000,1,3,3,Medium/Medium,SUB,50,68,64,66,74,44,50,81.0
28,188,61,61,250000,1,3,2,Medium/Medium,RES,62,59,61,54,73,77,58,66.0
28,168,62,62,325000,1,3,2,High/High,RM,51,62,64,62,81,67,64,74.0
26,181,66,67,750000,1,3,3,Medium/Medium,LCM,51,63,65,61,76,72,66,57.0
20,178,52,67,110000,1,3,3,Medium/Medium,SUB,41,48,51,54,55,48,48,66.0
23,178,72,79,4400000,1,4,3,High/Low,SUB,61,80,80,72,69,63,56,86.0
26,183,68,69,1100000,1,4,3,Medium/Medium,SUB,54,70,67,63,52,66,65,81.0
19,185,67,81,1500000,0,3,2,Medium/Medium,SUB,59,64,68,64,64,72,59,68.0
27,192,58,61,140000,1,3,2,Medium/Medium,RES,56,26,44,53,55,76,27,51.0
25,177,66,69,700000,0,3,2,High/High,LB,53,61,60,55,72,66,59,84.0
27,180,67,68,900000,1,3,3,Medium/Medium,SUB,65,67,67,61,81,73,38,75.0
26,180,68,71,1000000,1,3,2,Medium/Medium,SUB,57,52,64,61,62,76,58,56.0
29,187,64,64,375000,1,2,2,Medium/Medium,SUB,63,37,54,55,84,78,27,51.0
25,186,65,70,625000,0,3,2,Medium/Medium,LB,51,57,59,53,72,68,54,75.0
31,183,71,71,2100000,1,4,3,Medium/Medium,LS,65,65,65,66,54,75,69,68.0
31,189,74,74,4200000,1,3,2,Low/High,LCB,77,52,62,70,75,89,38,50.0
32,169,75,75,4400000,1,3,2,Medium/Medium,LDM,67,66,71,74,76,64,55,66.0
21,191,67,77,1100000,0,3,2,Low/High,SUB,65,41,49,63,76,80,29,77.0
23,190,60,70,275000,0,3,1,Medium/Medium,SUB,11,9,19,60,30,47,36,68.0
22,186,65,74,750000,1,3,2,Medium/Medium,SUB,65,45,55,60,77,76,53,59.0
25,190,66,69,725000,0,2,2,Medium/Medium,RES,68,47,60,63,55,77,30,52.0
25,173,64,67,500000,0,3,2,Medium/Medium,SUB,52,55,63,56,53,61,38,66.0
20,185,64,78,1000000,1,3,3,Medium/Medium,LCM,46,72,69,63,74,69,67,68.0
39,183,72,72,900000,1,3,3,Medium/Medium,ST,80,64,70,75,91,90,68,34.0
28,177,67,67,650000,1,2,2,High/Medium,SUB,60,65,61,56,71,71,64,70.0
19,180,65,82,1200000,1,4,3,Medium/Medium,RS,61,70,68,65,64,56,53,77.0
23,173,66,71,850000,1,3,3,Medium/Medium,SUB,37,67,70,63,77,43,60,80.0
18,175,50,70,60000,1,3,2,Medium/Medium,RES,41,54,54,54,51,32,49,66.0
25,179,71,73,2500000,1,2,3,Medium/Medium,SUB,56,63,64,67,50,62,68,67.0
34,185,70,70,650000,0,3,2,Medium/Medium,LCB,69,47,67,67,73,75,52,61.0
31,185,63,63,275000,1,4,2,Medium/High,LCB,60,51,55,61,67,75,43,60.0
33,190,61,61,140000,1,2,1,Medium/Medium,SUB,15,12,20,48,48,62,39,68.0
28,174,67,67,775000,1,4,3,Medium/Medium,SUB,58,64,63,61,86,31,63,88.0
36,191,78,78,2100000,1,3,2,Medium/High,RCB,80,58,64,74,73,82,55,32.0
22,176,69,79,1500000,0,3,3,Medium/Medium,SUB,69,68,67,61,66,59,48,78.0
29,180,75,75,6500000,1,4,4,Medium/Low,LM,54,80,74,67,92,84,66,87.0
25,184,66,71,625000,1,2,1,Medium/Medium,SUB,15,11,22,68,67,51,24,68.0
29,178,61,61,250000,0,4,3,High/High,RS,55,61,61,56,78,74,52,75.0
29,169,74,74,5500000,1,3,3,Medium/Medium,SUB,34,70,77,74,63,66,77,61.0
31,184,67,67,550000,0,2,2,High/Medium,LB,66,61,63,64,67,65,68,68.0
22,183,76,83,11000000,0,4,4,Medium/Medium,SUB,61,80,78,72,64,62,76,73.0
26,182,65,68,675000,1,3,3,High/Low,ST,70,64,65,63,86,77,55,78.0
27,181,62,63,300000,0,2,3,Medium/Medium,SUB,39,69,67,55,34,48,59,69.0
26,175,69,69,1100000,1,4,3,High/Medium,LWB,56,69,70,68,63,65,70,72.0
28,191,71,73,2100000,1,2,1,Medium/Medium,GK,26,15,15,77,57,79,26,68.0
19,186,52,67,90000,0,2,1,Medium/Medium,RES,15,11,15,42,47,62,34,68.0
29,195,80,80,12500000,1,4,2,Medium/Medium,RCB,80,63,70,74,80,93,61,62.0
30,184,68,68,700000,1,2,3,Medium/Medium,SUB,55,65,64,64,62,70,60,74.0
31,185,61,61,190000,0,3,2,Medium/Medium,LCB,60,47,53,55,79,82,34,37.0
22,192,60,70,300000,1,3,2,Low/High,SUB,63,36,43,54,64,79,33,55.0
30,174,67,67,600000,0,3,2,Medium/Medium,LB,68,51,62,64,74,76,60,67.0
32,185,68,68,550000,1,2,1,Medium/Medium,GK,12,16,18,62,65,68,60,68.0
23,179,65,73,625000,0,3,1,Medium/Medium,RES,14,9,19,46,61,54,39,68.0
26,172,76,77,8000000,1,3,3,High/Medium,SUB,65,73,74,74,85,58,63,92.0
26,178,60,63,250000,1,3,2,Medium/Medium,SUB,44,60,62,60,64,59,60,66.0
26,171,72,75,3500000,1,3,2,Medium/High,SUB,55,60,66,67,69,62,59,75.0
30,182,71,71,1900000,1,3,2,Low/High,LCB,74,52,55,62,70,75,48,67.0
